date,gross,person,shared,sas,description,cat,account,exclude_from_budget,sav_account_only,tag,area,comments
22/07/2023,-835.200,s,x,x,Café/restaurant 100,Café&restaurant,,,,Tag 43,,
22/07/2023,-1600.000,s,x,x,Spa massage,Health,,,,Tag 43,,
23/07/2023,-12.870,s,x,x,Café/restaurant 157,Café&restaurant,,,,Tag 43,,
23/07/2023,-166.750,s,x,x,Café/restaurant 100,Café&restaurant,,,,Tag 43,,
23/07/2023,-558.840,s,x,x,Irma,Groceries,,,,,,
24/07/2023,-47.100,s,,x,Café/restaurant 143,Café&restaurant,,,,,,
24/07/2023,-76.050,s,,x,Padel,Sport,,,,,,
24/07/2023,-185.220,s,x,x,Netto,Groceries,,,,,,
25/07/2023,-7.990,s,,x,Café/restaurant 143,Café&restaurant,,,,,,
25/07/2023,-97.740,s,x,x,fakta,Groceries,,,,,,
25/07/2023,-135.000,s,x,x,Cinema,Entertainment,,,,,,
25/07/2023,-145.540,s,x,x,meny,Groceries,,,,,,
26/07/2023,-35.490,s,,x,Café/restaurant 143,Café&restaurant,,,,,,
26/07/2023,-118.110,s,x,x,Café/restaurant 158,Café&restaurant,,,,,,
26/07/2023,-341.360,s,x,x,Café/restaurant 176,Café&restaurant,,,,,,
27/07/2023,-8.430,s,,x,Café/restaurant 143,Café&restaurant,,,,,,
27/07/2023,-12.800,s,x,x,Creative Space,Entertainment,,,,,,
27/07/2023,-47.000,s,,x,rejsekort,Transportation,,,,,,
27/07/2023,-58.800,s,,x,Lebara,Subscriptions,,,,,,
27/07/2023,-135.880,s,x,x,Café/restaurant 205,Café&restaurant,,,,,,
28/07/2023,35367.84156,s,,,Salary 3,Salary,,,,,,
28/07/2023,-1.030,s,,x,Café/restaurant 144,Café&restaurant,,,,,,
28/07/2023,-26.130,s,,x,LIDL,Groceries,,,,,,
28/07/2023,-425.100,s,x,x,Café/restaurant 159,Café&restaurant,,,,,,
28/07/2023,-449.790,s,x,x,YouSee,Subscriptions,,,,,,
29/07/2023,-35.920,s,x,x,meny,Groceries,,,,,,
30/07/2023,-3.400,s,x,x,Café/restaurant 162,Café&restaurant,,,,,,
30/07/2023,-96.040,s,x,x,Café/restaurant 171,Café&restaurant,,,,,,
30/07/2023,-125.550,s,x,x,Café/restaurant 174,Café&restaurant,,,,,,
30/07/2023,-590.400,s,x,,Wizz air,Flights,,,,Tag 14,,
31/07/2023,112.450,s,,,Bar 47,Bar&cocktails,,,,,,
31/07/2023,-51.620,s,,x,Café/restaurant 144,Café&restaurant,,,,,,
31/07/2023,-179.200,s,,x,Bar 9,Bar&cocktails,,,,,,
31/07/2023,-7040.000,s,,,Silkeborggade,Rent,,,,,,
01/08/2023,-33.970,s,x,x,Fotex,Groceries,,,,,,
01/08/2023,-37.280,s,x,x,Apotek,Health,,,,,,
01/08/2023,-54.660,s,,x,Café/restaurant 145,Café&restaurant,,,,,,
01/08/2023,-60.730,s,x,x,fakta,Groceries,,,,,,
01/08/2023,-116.000,s,x,x,TopDanmark,Subscriptions,,,,,,
01/08/2023,-162.410,s,x,x,Netto,Groceries,,,,,,
01/08/2023,-2940.000,s,,,Nordnet,Investing,,,,,,
02/08/2023,-9.440,s,,x,Café/restaurant 145,Café&restaurant,,,,,,
03/08/2023,-44.490,s,,x,Café/restaurant 145,Café&restaurant,,,,,,
03/08/2023,-613.590,s,x,x,Café/restaurant 205,Café&restaurant,,,,,,
04/08/2023,-45.820,s,x,x,Café/restaurant 199,Café&restaurant,,,,,,
04/08/2023,-72.320,s,x,x,Apotek,Health,,,,Tag 43,,
04/08/2023,-117.630,s,x,x,Cloath/beauty store 248,Cloathing&Beauty,,,,Tag 43,,
04/08/2023,-319.440,s,x,x,Café/restaurant 109,Café&restaurant,,,,,,
05/08/2023,1209.190,s,x,x,Café/restaurant 160,Café&restaurant,,,,Tag 43,,
05/08/2023,-186.030,s,x,x,Café/restaurant 13,Café&restaurant,,,,Tag 43,,
06/08/2023,6012.833904,s,,,Salary 5,Salary,,x,,,,
07/08/2023,-10.610,s,x,x,Café/restaurant 130,Café&restaurant,,,,Tag 43,,
07/08/2023,-249.240,s,,x,Cloath/beauty store 268,Cloathing&Beauty,,,,Tag 43,,
07/08/2023,-341.750,s,x,x,Apotek,Health,,,,Tag 43,,
07/08/2023,-501.580,s,x,x,Café/restaurant 131,Café&restaurant,,,,Tag 43,,
08/08/2023,-20.870,s,,x,Bar 91,Bar&cocktails,,,,Tag 43,,
08/08/2023,-122.130,s,,x,Youtube,Subscriptions,,,,Tag 43,,
09/08/2023,20.120,s,x,x,Café/restaurant 173,Café&restaurant,,,,Tag 43,,
09/08/2023,-16.420,s,x,x,Fuel,Car,,,,Tag 43,,
09/08/2023,-630.670,s,x,x,Libreria Ultima Spiaggia,Entertainment,,,,Tag 43,,
09/08/2023,-762.870,s,,x,Café/restaurant 108,Café&restaurant,,,,Tag 43,,
10/08/2023,-95.290,s,x,x,Netto,Groceries,,,,Tag 43,,
10/08/2023,-402.250,s,x,x,Café/restaurant 122,Café&restaurant,,,,Tag 43,,
11/08/2023,-86.310,s,x,x,Netto,Groceries,,,,Tag 43,,
11/08/2023,-829.600,s,,x,Cloath/beauty store 60,Cloathing&Beauty,,,,Tag 43,,
11/08/2023,-1510.740,s,x,x,Café/restaurant 116,Café&restaurant,,,,Tag 43,,
12/08/2023,-21.180,s,x,x,Parking,Car,,,,Tag 43,,
12/08/2023,-104.550,s,x,,Bagni Bergamo,Sport,,,,Tag 43,,
12/08/2023,-279.050,s,x,x,Present,Present,,,,,,
12/08/2023,-335.060,s,x,x,Café/restaurant 162,Café&restaurant,,,,Tag 43,,
13/08/2023,-24.440,s,x,x,Café/restaurant 190,Café&restaurant,,,,Tag 43,,
13/08/2023,-69.400,s,x,x,Fuel,Car,,,,Tag 43,,
13/08/2023,-244.700,s,x,x,Café/restaurant 159,Café&restaurant,,,,Tag 43,,
14/08/2023,-3.050,s,x,x,Fakta,Groceries,,,,,,
14/08/2023,-20.000,s,x,x,rejsekort,Transportation,,,,,,
14/08/2023,-21.770,s,,x,Café/restaurant 145,Café&restaurant,,,,,,
14/08/2023,-278.640,s,,x,Puregym,Sport,,,,,,
15/08/2023,51.600,s,x,,Fotex,Groceries,,,,,,
15/08/2023,-40.090,s,,x,Café/restaurant 146,Café&restaurant,,,,,,
15/08/2023,-150.080,s,x,x,Fakta,Groceries,,,,,,
15/08/2023,-568.580,s,x,x,Meny,Groceries,,,,,,
16/08/2023,-14.530,s,x,x,Netto,Groceries,,,,,,
16/08/2023,-54.060,s,,x,Café/restaurant 147,Café&restaurant,,,,,,
17/08/2023,-4.760,s,,x,Café/restaurant 147,Café&restaurant,,,,,,
18/08/2023,-68.060,s,,x,Café/restaurant 147,Café&restaurant,,,,,,
18/08/2023,-310.310,s,x,x,Café/restaurant 206,Café&restaurant,,,,,,
19/08/2023,-3.910,s,,x,Café/restaurant 123,Café&restaurant,,,,,,
19/08/2023,-48.840,s,x,x,Café/restaurant 178,Café&restaurant,,,,,,
19/08/2023,-64.480,s,x,x,Spotify,Subscriptions,,,,,,
19/08/2023,-70.930,s,x,x,Aldi,Groceries,,,,,,
19/08/2023,-146.150,s,x,x,Netflix,Subscriptions,,,,,,
19/08/2023,-268.980,s,x,x,SAS Eurobonus Credit Card fee,Subscriptions,,,,,,
20/08/2023,-51.420,s,x,x,Fakta,Groceries,,,,,,
20/08/2023,-108.360,s,x,x,Netto,Groceries,,,,,,
20/08/2023,-124.320,s,x,x,SøstreneGrene,Furniture&home,,,,,,
20/08/2023,-372.600,s,x,x,Café/restaurant 206,Café&restaurant,,,,,,
21/08/2023,-20.200,s,,x,Café/restaurant 148,Café&restaurant,,,,,,
21/08/2023,-393.270,s,x,x,Fakta,Groceries,,,,,,
21/08/2023,-507.160,s,x,x,Apotek,Health,,,,,,
22/08/2023,-48.690,s,,x,Café/restaurant 148,Café&restaurant,,,,,,
22/08/2023,-444.000,s,x,x,Café/restaurant 207,Café&restaurant,,,,,,
23/08/2023,-25.080,s,,x,Café/restaurant 148,Café&restaurant,,,,,,
23/08/2023,-30.420,s,x,x,Apotek,Health,,,,,,
23/08/2023,-620.600,s,x,x,Meny,Groceries,,,,,,
24/08/2023,-63.720,s,,x,Café/restaurant 149,Café&restaurant,,,,,,
24/08/2023,-208.250,s,x,x,Café/restaurant 194,Café&restaurant,,,,,,
25/08/2023,-101.640,s,x,x,Fakta,Groceries,,,,,,
25/08/2023,-168.300,s,x,x,Fakta,Groceries,,,,,,
26/08/2023,-63.210,s,x,x,Apotek,Health,,,,,,
26/08/2023,-384.000,s,x,x,LIDL,Groceries,,,,,,
27/08/2023,-25.050,s,x,x,Fakta,Groceries,,,,,,
27/08/2023,-88.690,s,,x,Lebara,Subscriptions,,,,,,
27/08/2023,-92.000,s,x,x,Café/restaurant 101,Café&restaurant,,,,,,
27/08/2023,-104.860,s,x,x,Café/restaurant 158,Café&restaurant,,,,,,
27/08/2023,-193.000,s,,x,rejsekort,Transportation,,,,,,
27/08/2023,-206.910,s,x,x,Taxi,Transportation,,,,,,
27/08/2023,-378.420,s,x,x,Puzzle,Entertainment,,,,,,
28/08/2023,-71.750,s,,x,Café/restaurant 149,Café&restaurant,,,,,,
28/08/2023,-352.630,s,x,x,Fakta,Groceries,,,,,,
28/08/2023,-478.800,s,x,x,Café/restaurant 208,Café&restaurant,,,,,,
29/08/2023,-16.560,s,x,x,Netto,Groceries,,,,,,
29/08/2023,-29.680,s,,x,Café/restaurant 15,Café&restaurant,,,,,,
29/08/2023,-56.100,s,,x,Café/restaurant 149,Café&restaurant,,,,,,
29/08/2023,-65.740,s,x,x,Café/restaurant 101,Café&restaurant,,,,,,
29/08/2023,-91.700,s,,x,Cloath/beauty store 79,Cloathing&Beauty,,,,,,
29/08/2023,-230.280,s,x,x,Comedy show,Entertainment,,,,,,
30/08/2023,-9.490,s,x,x,Fakta,Groceries,,,,,,
30/08/2023,-28.710,s,x,x,YouSee,Subscriptions,,,,,,
30/08/2023,-59.070,s,,x,Café/restaurant 15,Café&restaurant,,,,,,
30/08/2023,-264.020,s,x,x,Wolt Groceries,Groceries,,,,,,
31/08/2023,89596.06065,s,,,Salary 3,Salary,,,,,,
31/08/2023,-25.720,s,,x,Café/restaurant 150,Café&restaurant,,,,,,
31/08/2023,-6000.000,s,,,Savings,Savings,,,x,,,
31/08/2023,-6760.000,s,,,Silkeborggade,Rent,,,,,,
01/09/2023,-41.550,s,,x,Café/restaurant 150,Café&restaurant,,,,,,
01/09/2023,-70.000,s,x,x,TopDanmark,Subscriptions,,,,,,
01/09/2023,-87.180,s,x,x,Fakta,Groceries,,,,,,
01/09/2023,-507.300,s,,,Puregym,Sport,,,,,,
01/09/2023,-708.100,s,,,a-kasse,Authorities,,,,,,
01/09/2023,-10220.000,s,,,Nordnet,Investing,,,,,,
02/09/2023,-12.600,s,x,x,Café/restaurant 101,Café&restaurant,,,,,,
02/09/2023,-70.000,s,,x,rejsekort,Transportation,,,,,,
02/09/2023,-166.650,s,x,x,Café/restaurant 208,Café&restaurant,,,,,,
03/09/2023,-16.200,s,x,x,Café/restaurant 208,Café&restaurant,,,,,,
03/09/2023,-98.710,s,x,x,Meny,Groceries,,,,,,
03/09/2023,-194.510,s,x,x,LIDL,Groceries,,,,,,
04/09/2023,-35.040,s,,x,Café/restaurant 150,Café&restaurant,,,,,,
06/09/2023,-18.950,s,x,x,Netto,Groceries,,,,,,
06/09/2023,-52.910,s,,x,Café/restaurant 151,Café&restaurant,,,,,,
06/09/2023,-282.080,s,x,x,Meny,Groceries,,,,,,
06/09/2023,-429.270,s,x,x,Wolt Groceries,Groceries,,,,,,
07/09/2023,-0.340,s,,x,Café/restaurant 151,Café&restaurant,,,,,,
08/09/2023,-12.820,s,,x,Café/restaurant 151,Café&restaurant,,,,,,
08/09/2023,-16.000,s,,x,Café/restaurant 172,Café&restaurant,,,,,,
08/09/2023,-166.250,s,,,Bar 28,Bar&cocktails,,,,,,
08/09/2023,-229.120,s,x,x,Youtube,Subscriptions,,,,,,
09/09/2023,-5.040,s,x,x,Café/restaurant 109,Café&restaurant,,,,,,
09/09/2023,-302.100,s,x,x,Netto,Groceries,,,,,,
10/09/2023,-20.060,s,x,x,Café/restaurant 111,Café&restaurant,,,,,,
10/09/2023,-148.030,s,x,x,Café/restaurant 209,Café&restaurant,,,,,,
10/09/2023,-540.140,s,x,x,Meny,Groceries,,,,,,
11/09/2023,-50.940,s,,x,Café/restaurant 152,Café&restaurant,,,,,,
11/09/2023,-92.500,s,,x,Cloath/beauty store 165,Cloathing&Beauty,,,,,,
12/09/2023,-31.420,s,,x,Café/restaurant 152,Café&restaurant,,,,,,
12/09/2023,-245.420,s,x,x,Fakta,Groceries,,,,,,
13/09/2023,-28.260,s,,x,Café/restaurant 152,Café&restaurant,,,,,,
14/09/2023,-57.750,s,x,x,Café/restaurant 102,Café&restaurant,,,,,,
14/09/2023,-62.350,s,,x,Café/restaurant 153,Café&restaurant,,,,,,
14/09/2023,-392.920,s,x,x,Irma,Groceries,,,,,,
15/09/2023,-17.970,s,,x,Café/restaurant 153,Café&restaurant,,,,,,
15/09/2023,-83.250,s,,x,Norwegian,Flights,,,,Tag 14,,
15/09/2023,-179.820,s,x,x,Café/restaurant 122,Café&restaurant,,,,,,
16/09/2023,-24.110,s,x,x,Fakta,Groceries,,,,,,
16/09/2023,-37.280,s,x,x,Irma,Groceries,,,,,,
16/09/2023,-75.860,s,x,x,Train to Malmo,Transportation,,,,,,
16/09/2023,-394.000,s,,x,rejsekort,Transportation,,,,,,
17/09/2023,-95.760,s,,x,Cloath/beauty store 194,Cloathing&Beauty,,,,,,
18/09/2023,-47.170,s,,x,Café/restaurant 153,Café&restaurant,,,,,,
18/09/2023,-259.500,s,x,x,Irma,Groceries,,,,,,
19/09/2023,-74.600,s,,x,Café/restaurant 153,Café&restaurant,,,,,,
19/09/2023,-98.440,s,x,x,Meny,Groceries,,,,,,
19/09/2023,-129.560,s,x,x,Netflix,Subscriptions,,,,,,
19/09/2023,-319.060,s,x,x,SAS Eurobonus Credit Card fee,Subscriptions,,,,,,
19/09/2023,-344.030,s,x,x,Wolt Groceries,Groceries,,,,,,
20/09/2023,-53.660,s,,x,Café/restaurant 153,Café&restaurant,,,,,,
20/09/2023,-153.860,s,x,x,Fakta,Groceries,,,,,,
20/09/2023,-386.100,s,,x,Mountain Festival,Entertainment,,,,,,
21/09/2023,-55.890,s,,x,Café/restaurant 155,Café&restaurant,,,,,,
21/09/2023,-300.960,s,x,x,Café/restaurant 209,Café&restaurant,,,,,,
22/09/2023,-18.630,s,,x,Bar 51,Bar&cocktails,,,,,,
22/09/2023,-64.400,s,,x,Café/restaurant 131,Café&restaurant,,,,,,
23/09/2023,-15.720,s,x,x,Fakta,Groceries,,,,,,
23/09/2023,-215.380,s,x,x,Café/restaurant 102,Café&restaurant,,,,,,
23/09/2023,-751.230,s,x,x,Meny,Groceries,,,,,,
24/09/2023,-56.520,s,x,x,Netto,Groceries,,,,,,
25/09/2023,-43.010,s,,x,Café/restaurant 155,Café&restaurant,,,,,,
25/09/2023,-154.780,s,,x,Café/restaurant 176,Café&restaurant,,,,,,
26/09/2023,-2.640,s,,x,Fakta,Groceries,,,,,,
26/09/2023,-45.470,s,,x,Café/restaurant 155,Café&restaurant,,,,,,
26/09/2023,-602.070,s,x,x,Cloath/beauty store 149,Cloathing&Beauty,,,,,,
26/09/2023,-6825.000,s,,,Savings,Savings,,,x,,,
27/09/2023,-6.470,s,,x,Café/restaurant 156,Café&restaurant,,,,,,
27/09/2023,-7.840,s,,x,Lebara,Subscriptions,,,,,,
27/09/2023,-11.600,s,,x,Fakta,Groceries,,,,,,
27/09/2023,-30.380,s,,x,Cloath/beauty store 361,Cloathing&Beauty,,,,,,
27/09/2023,-1132.640,s,,x,Cloath/beauty store 7,Cloathing&Beauty,,,,,,
28/09/2023,-1.150,s,,x,Café/restaurant 156,Café&restaurant,,,,,,
28/09/2023,-41.470,s,x,x,YouSee,Subscriptions,,,,,,
28/09/2023,-216.500,s,,x,Apotek,Health,,,,,,
29/09/2023,67833.88476,s,,,Salary 3,Salary,,,,,,
29/09/2023,-51.940,s,,x,Café/restaurant 157,Café&restaurant,,,,,,
29/09/2023,-9890.000,s,x,,Silkeborggade,Rent,,,,,,
30/09/2023,-36.260,s,,x,Café/restaurant 117,Café&restaurant,,,,,,
30/09/2023,-1435.000,s,x,x,IKEA,Furniture&home,,,,,,
01/10/2023,-6.750,s,,x,Fakta,Groceries,,,,,,
01/10/2023,-42.000,s,,x,rejsekort,Transportation,,,,,,
01/10/2023,-54.600,s,,x,Café/restaurant 178,Café&restaurant,,,,,,
01/10/2023,-123.300,s,,x,Puregym,Sport,,,,,,
02/10/2023,-1.390,s,,x,Café/restaurant 157,Café&restaurant,,,,,,
02/10/2023,-88.200,s,x,x,Jysk,Furniture&home,,,,,,
02/10/2023,-130.000,s,x,x,TopDanmark,Subscriptions,,,,,,
02/10/2023,-562.600,s,,,a-kasse,Authorities,,,,,,
02/10/2023,-10570.000,s,,,Nordnet,Investing,,,,,,
03/10/2023,-38.340,s,,x,Café/restaurant 157,Café&restaurant,,,,,,
04/10/2023,-59.940,s,,x,Netto,Groceries,,,,,,
04/10/2023,-88.250,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
04/10/2023,-2368.080,s,x,x,Utilities 22/23,Housing&bills,,,,,,
05/10/2023,-18.300,s,,x,Fakta,Groceries,,,,,,
05/10/2023,-72.650,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
06/10/2023,-2.400,s,,x,Café/restaurant 2,Café&restaurant,,,,,,
06/10/2023,-81.640,s,,x,Café/restaurant 109,Café&restaurant,,,,,,
06/10/2023,-88.550,s,,x,Café/restaurant 167,Café&restaurant,,,,,,
08/10/2023,-147.990,s,,x,Café/restaurant 184,Café&restaurant,,,,Tag 14,,
12/10/2023,-5.070,s,,x,Autostrada,Transportation,,,,Tag 14,,
12/10/2023,-108.140,s,,x,Bar 110,Bar&cocktails,,,,Tag 14,,
12/10/2023,-295.330,s,,x,Ryanair,Flights,,,,Tag 14,,
13/10/2023,-166.470,s,x,x,Youtube,Subscriptions,,,,,,
15/10/2023,-72.460,s,x,x,Kobo book,Entertainment,,,,,,
17/10/2023,-111.510,s,x,x,Viggo taxi,Transportation,,,,,,
19/10/2023,-39.500,s,x,x,Netflix,Subscriptions,,,,,,
19/10/2023,-160.000,s,,x,rejsekort,Transportation,,,,,,
19/10/2023,-208.100,s,x,x,Wolt Groceries,Groceries,,,,,,
19/10/2023,-244.860,s,x,x,SAS Eurobonus Credit Card fee,Subscriptions,,,,,,
20/10/2023,-880.080,s,x,x,Café/restaurant 209,Café&restaurant,,,,,,
21/10/2023,-1039.680,s,x,x,Café/restaurant 21,Café&restaurant,,,,,,
23/10/2023,-150.120,s,x,x,Fotex,Groceries,,,,,,
23/10/2023,-292.770,s,x,x,Fotex,Groceries,,,,,,
24/10/2023,-90.240,s,x,x,Wolt groceries,Groceries,,,,,,
26/10/2023,-85.880,s,x,x,Café/restaurant 21,Café&restaurant,,,,,,
26/10/2023,-541.260,s,x,x,Wolt groceries,Groceries,,,,,,
27/10/2023,-135.000,s,,x,Cloath/beauty store 429,Cloathing&Beauty,,,,,,
27/10/2023,-168.000,s,,x,rejsekort,Transportation,,,,,,
28/10/2023,-40.180,s,,x,Lebara,Subscriptions,,,,,,
28/10/2023,-120.560,s,x,x,Café/restaurant 210,Café&restaurant,,,,,,
28/10/2023,-811.980,s,x,x,Irma,Groceries,,,,,,
29/10/2023,-132.300,s,,x,Café/restaurant 102,Café&restaurant,,,,,,
29/10/2023,-172.500,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
30/10/2023,-152.870,s,x,x,Fotex,Groceries,,,,,,
30/10/2023,-278.800,s,x,x,Temu,Furniture&home,,,,,,
30/10/2023,-497.640,s,x,x,YouSee,Subscriptions,,,,,,
31/10/2023,78166.18878,s,,,Salary 3,Salary,,,,,,
31/10/2023,-8.240,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
31/10/2023,-123.000,s,,x,rejsekort,Transportation,,,,,,
31/10/2023,-529.200,s,x,x,Absalon,Entertainment,,,,,,
31/10/2023,-2150.000,s,x,,Silkeborggade,Rent,,,,,,
31/10/2023,-3940.720,s,,,Savings,Savings,,,x,,,
01/11/2023,-22.590,s,,x,Puregym,Sport,,,,,,
01/11/2023,-34.000,s,x,x,TopDanmark,Subscriptions,,,,,,
01/11/2023,-58.080,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
02/11/2023,-6.570,s,,x,Café/restaurant 158,Café&restaurant,,,,,,
02/11/2023,-130.960,s,x,x,Amazon,Furniture&home,,,,,,
03/11/2023,-28.440,s,,x,Café/restaurant 159,Café&restaurant,,,,,,
03/11/2023,-55.000,s,,x,rejsekort,Transportation,,,,,,
03/11/2023,-111.600,s,x,x,DriveNow,Car,,,,,,
04/11/2023,-58.680,s,x,x,Fakta,Groceries,,,,,,
04/11/2023,-1139.910,s,x,x,Wolt groceries,Groceries,,,,,,
05/11/2023,-81.480,s,x,x,Bar 89,Bar&cocktails,,,,,,
05/11/2023,-322.040,s,x,x,Café/restaurant 161,Café&restaurant,,,,,,
06/11/2023,-6.530,s,,x,Café/restaurant 159,Café&restaurant,,,,,,
06/11/2023,-93.350,s,x,x,Temu,Furniture&home,,,,,,
06/11/2023,-113.000,s,,x,rejsekort,Transportation,,,,,,
06/11/2023,-293.320,s,x,x,Wolt groceries,Groceries,,,,,,
07/11/2023,-26.600,s,x,x,Fakta,Groceries,,,,,,
07/11/2023,-82.460,s,,x,Café/restaurant 16,Café&restaurant,,,,,,
07/11/2023,-86.100,s,x,x,Café/restaurant 210,Café&restaurant,,,,,,
08/11/2023,-29.770,s,,x,Café/restaurant 16,Café&restaurant,,,,,,
08/11/2023,-53.090,s,x,x,Irma,Groceries,,,,,,
08/11/2023,-773.870,s,x,x,Amazon,Furniture&home,,,,,,
09/11/2023,-3.920,s,,x,Fascia caviglia,Sport,,,,,,
09/11/2023,-15.000,s,,x,Café/restaurant 16,Café&restaurant,,,,,,
09/11/2023,-20.800,s,,x,Fakta,Groceries,,,,,,
09/11/2023,-196.200,s,x,x,Helsemin,Health,,,,,,
09/11/2023,-246.450,s,x,x,Yoga balance ball,Sport,,,,,,
09/11/2023,-272.840,s,x,x,Helsam,Health,,,,,,
09/11/2023,-391.760,s,x,x,Fotex,Groceries,,,,,,
09/11/2023,-2424.400,s,x,x,Airbnb Budapest,Hotels,,,,Tag 14,,
10/11/2023,-11.280,s,x,x,Irma,Groceries,,,,,,
10/11/2023,-11.850,s,x,x,Café/restaurant 160,Café&restaurant,,,,,,
10/11/2023,-147.450,s,x,x,Fakta,Groceries,,,,,,
10/11/2023,-186.340,s,x,x,Café/restaurant 104,Café&restaurant,,,,,,
11/11/2023,-38.750,s,,x,Café/restaurant 210,Café&restaurant,,,,,,
11/11/2023,-244.350,s,x,x,Café/restaurant 16,Café&restaurant,,,,,,
11/11/2023,-253.160,s,x,x,Temu,Furniture&home,,,,,,
13/11/2023,-33.220,s,,x,Café/restaurant 161,Café&restaurant,,,,,,
13/11/2023,-75.180,s,x,x,Youtube,Subscriptions,,,,,,
13/11/2023,-263.000,s,x,,Present,Present,,,,,,
14/11/2023,-11.240,s,,x,Café/restaurant 161,Café&restaurant,,,,,,
14/11/2023,-759.270,s,,x,Dentist,Health,,,,,,
15/11/2023,-68.080,s,,x,Café/restaurant 161,Café&restaurant,,,,,,
15/11/2023,-75.020,s,x,x,Café/restaurant 104,Café&restaurant,,,,,,
15/11/2023,-516.190,s,x,x,Temu,Furniture&home,,,,,,
15/11/2023,-591.710,s,x,x,Café/restaurant 211,Café&restaurant,,,,,,
16/11/2023,-67.210,s,,x,Café/restaurant 162,Café&restaurant,,,,,,
16/11/2023,-78.420,s,x,x,Fakta,Groceries,,,,,,
16/11/2023,-378.750,s,x,x,Wolt groceries,Groceries,,,,,,
17/11/2023,-2.400,s,,,Bar 53,Bar&cocktails,,,,,,
17/11/2023,-2.940,s,x,x,Café/restaurant 122,Café&restaurant,,,,,,
17/11/2023,-12.980,s,,x,Curve +,Subscriptions,,,,,,
17/11/2023,-35.530,s,,x,Café/restaurant 162,Café&restaurant,,,,,,
17/11/2023,-127.710,s,,x,Cloath/beauty store 379,Cloathing&Beauty,,,,,,
17/11/2023,-175.000,s,,x,LIDL,Groceries,,,,,,
18/11/2023,-219.760,s,x,x,Café/restaurant 109,Café&restaurant,,,,,,
18/11/2023,-221.340,s,x,x,Meny,Groceries,,,,,,
18/11/2023,-288.000,s,x,x,rejsekort,Transportation,,,,,,
19/11/2023,-15.360,s,x,x,DriveNow,Car,,,,,,
19/11/2023,-93.220,s,x,x,Netflix,Subscriptions,,,,,,
19/11/2023,-244.860,s,x,x,SAS Eurobonus Credit Card fee,Subscriptions,,,,,,
19/11/2023,-397.570,s,x,x,Netto,Groceries,,,,,,
20/11/2023,-44.220,s,x,x,Budapest Spa,Entertainment,,,,Tag 14,,
20/11/2023,-46.380,s,,x,Café/restaurant 162,Café&restaurant,,,,,,
21/11/2023,-2.390,s,x,x,Netto,Groceries,,,,,,
21/11/2023,-295.310,s,x,x,Meny,Groceries,,,,,,
22/11/2023,-82.490,s,,x,Café/restaurant 162,Café&restaurant,,,,,,
22/11/2023,-457.500,s,x,x,Bar 133,Bar&cocktails,,,,,,
22/11/2023,-493.800,s,x,x,Jysk,Furniture&home,,,,,,
22/11/2023,-535.340,s,x,x,Rituals,Present,,,,,,
23/11/2023,-5.590,s,,x,Café/restaurant 162,Café&restaurant,,,,,,
24/11/2023,-8.270,s,,,Café/restaurant 100,Café&restaurant,,,,Tag 14,,
24/11/2023,-12.060,s,x,,Café/restaurant 193,Café&restaurant,,,,Tag 14,,
24/11/2023,-75.000,s,x,x,Bolt,Transportation,,,,Tag 14,,
24/11/2023,-131.960,s,,,Café/restaurant 174,Café&restaurant,,,,Tag 14,,
24/11/2023,-172.360,s,x,x,Café/restaurant 109,Café&restaurant,,,,Tag 14,,
25/11/2023,-0.970,s,,,Café/restaurant 176,Café&restaurant,,,,Tag 14,,
25/11/2023,-22.550,s,,,Café/restaurant 193,Café&restaurant,,,,Tag 14,,
25/11/2023,-70.520,s,,,Café/restaurant 131,Café&restaurant,,,,Tag 14,,
25/11/2023,-92.290,s,,,Café/restaurant 157,Café&restaurant,,,,Tag 14,,
25/11/2023,-113.530,s,x,,SøstreneGrene,Furniture&home,,,,Tag 14,,
25/11/2023,-131.340,s,x,,Magasin,Furniture&home,,,,Tag 14,,
26/11/2023,-3.190,s,x,x,Supermarco,Groceries,,,,Tag 14,,
26/11/2023,-5.860,s,x,,Café/restaurant 132,Café&restaurant,,,,Tag 14,,
26/11/2023,-18.420,s,,,Bolt,Transportation,,,,Tag 14,,
26/11/2023,-21.490,s,,,Café/restaurant 193,Café&restaurant,,,,Tag 14,,
26/11/2023,-32.990,s,,,Lime,Transportation,,,,Tag 14,,
26/11/2023,-49.310,s,,,Bolt,Transportation,,,,Tag 14,,
26/11/2023,-51.640,s,,,Café/restaurant 132,Café&restaurant,,,,Tag 14,,
26/11/2023,-72.120,s,,,Café/restaurant 211,Café&restaurant,,,,Tag 14,,
26/11/2023,-77.640,s,,,Boat canal tour,Entertainment,,,,Tag 14,,
26/11/2023,-85.310,s,,,Light Museum,Entertainment,,,,Tag 14,,
26/11/2023,-100.110,s,,,Café/restaurant 166,Café&restaurant,,,,Tag 14,,
27/11/2023,-6.960,s,x,,Asian Market,Groceries,,,,,,
27/11/2023,-24.230,s,x,x,Asian Market,Groceries,,,,,,
27/11/2023,-129.450,s,x,x,Netto,Groceries,,,,,,
